"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"134","서울특별시 양천구 목동","324-186","0324","0186","동진빌라","40.0100","24.6400","202512","30","38,000","2","개인","개인","2016","목동중앙남로16가길 22-14","-","중개거래","서울 마포구, 서울 양천구","26.02.13"
"135","서울특별시 동작구 사당동","161-79","0161","0079","위드빌7차","41.6900","23.0000","202512","30","43,200","2","기타","개인","2013","사당로29길 53","-","직거래","-","25.12.30"
"136","서울특별시 양천구 목동","318-115","0318","0115","에치앤에치","61.5600","23.4500","202512","30","22,000","4","개인","개인","2012","목동중앙본로7가길 61","20260108","직거래","-","-"
"137","서울특별시 양천구 목동","318-115","0318","0115","에치앤에치","61.5600","23.4500","202512","30","22,500","4","개인","개인","2012","목동중앙본로7가길 61","-","직거래","-","26.01.12"
"138","서울특별시 영등포구 신길동","155-23","0155","0023","더클래식","46.5000","28.7600","202512","30","83,000","3","개인","개인","2020","도신로56길 7","20260220","중개거래","서울 영등포구","-"
"139","서울특별시 영등포구 신길동","1448-2","1448","0002","신길주택(1448-2)","51.0100","42.8000","202512","30","43,000","1","개인","개인","1977","신풍로19가길 14","-","중개거래","서울 영등포구","26.04.10"
"140","서울특별시 금천구 독산동","165-28","0165","0028","문성궁전빌라A동","46.8000","28.9200","202512","30","18,500","3","개인","개인","1991","시흥대로136길 49","-","중개거래","서울 강서구","26.03.04"
"141","서울특별시 동작구 상도동","299-64","0299","0064","미소가8차","26.9200","16.9900","202512","30","21,000","5","개인","개인","2013","국사봉6길 56","-","중개거래","서울 서초구","25.12.31"
"142","서울특별시 동작구 사당동","316-107","0316","0107","한울빌라","67.2400","27.0000","202512","30","40,000","3","개인","개인","2004","사당로20바길 6","-","직거래","-","25.12.31"
"143","서울특별시 영등포구 대림동","954-2","0954","0002","다온빌","58.4700","42.9941","202512","30","42,800","1","개인","개인","2017","디지털로70길 18-8","20260311","중개거래","서울 영등포구","-"
"144","서울특별시 동작구 상도동","246-17","0246","0017","상도레이나","24.8200","17.1000","202512","30","42,000","2","개인","개인","2022","성대로1길 12","-","직거래","-","26.01.09"
"145","서울특별시 영등포구 도림동","57","0057","0000","영광빌라","20.1000","21.2910","202512","30","49,500","2","개인","개인","2021","도신로 159","-","중개거래","서울 영등포구","26.01.07"
"146","서울특별시 강서구 염창동","253-6","0253","0006","링크253","27.6500","13.2000","202512","30","22,400","4","개인","개인","2016","양천로75길 18","-","중개거래","서울 강서구","26.01.02"
"147","서울특별시 강서구 염창동","252-2","0252","0002","제니스알앤씨","29.0000","16.0000","202512","30","29,000","3","개인","개인","2017","양천로73가길 70","-","중개거래","서울 강서구, 서울 금천구","26.03.30"
"148","서울특별시 동작구 노량진동","221-3","0221","0003","태영아트빌","60.9000","24.0300","202512","30","67,000","3","개인","개인","2004","만양로13길 44","-","중개거래","서울 동작구","26.03.20"
"149","서울특별시 금천구 독산동","1022-93","1022","0093","문성빌(1022-93)","33.5700","27.0100","202512","30","39,500","2","개인","개인","2023","독산로70길 23-5","-","직거래","-","26.02.24"
"150","서울특별시 동작구 노량진동","226-10","0226","0010","영신파크빌","60.9300","35.2000","202512","30","205,000","2","개인","개인","2002","장승배기로20나길 12","-","중개거래","서울 동작구","25.12.31"
"151","서울특별시 동작구 노량진동","215-146","0215","0146","태경","15.8200","10.0770","202512","30","14,904","4","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"152","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.3000","26.4220","202512","30","31,299","1","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"153","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.3000","7.8349","202512","30","11,508","1","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"154","서울특별시 동작구 노량진동","215-146","0215","0146","태경","19.8400","12.6377","202512","30","17,579","1","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"155","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.6000","8.0260","202512","30","11,772","1","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"156","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.4900","7.9560","202512","30","11,649","1","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"157","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.2200","7.7840","202512","30","11,508","1","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"158","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.8800","8.2043","202512","30","12,001","1","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"159","서울특별시 동작구 노량진동","215-146","0215","0146","태경","20.9700","13.3575","202512","30","18,300","1","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"160","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.1800","7.7584","202512","30","11,385","1","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"161","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.3000","7.8349","202512","30","12,124","2","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"162","서울특별시 동작구 노량진동","215-146","0215","0146","태경","19.8400","12.6377","202512","30","18,300","2","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"163","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.6000","8.0260","202512","30","12,493","2","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"164","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.2200","7.7840","202512","30","12,124","2","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"165","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.4900","7.9560","202512","30","12,370","2","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"166","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.8800","8.2043","202512","30","12,757","2","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"167","서울특별시 동작구 노량진동","215-146","0215","0146","태경","20.9700","13.3575","202512","30","19,356","2","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"168","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.1800","7.7584","202512","30","12,001","2","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"169","서울특별시 동작구 노량진동","215-146","0215","0146","태경","31.1000","19.8101","202512","30","27,098","3","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"170","서울특별시 동작구 노량진동","215-146","0215","0146","태경","26.3800","16.8036","202512","30","23,579","3","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"171","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.9400","8.2425","202512","30","12,757","3","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"172","서울특별시 동작구 노량진동","215-146","0215","0146","태경","13.3400","8.4973","202512","30","13,215","3","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"173","서울특별시 동작구 노량진동","215-146","0215","0146","태경","20.0600","12.7778","202512","30","18,476","3","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"174","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.1800","7.7584","202512","30","12,001","3","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"175","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.5700","8.0069","202512","30","11,895","4","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"176","서울특별시 동작구 노량진동","215-146","0215","0146","태경","15.6800","9.9879","202512","30","14,798","4","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"177","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.7700","8.1342","202512","30","12,124","4","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"178","서울특별시 동작구 노량진동","215-146","0215","0146","태경","15.0100","9.5611","202512","30","14,130","4","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"179","서울특별시 동작구 노량진동","215-146","0215","0146","태경","12.7900","8.1470","202512","30","12,124","4","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"180","서울특별시 동작구 노량진동","215-146","0215","0146","태경","15.1600","9.6566","202512","30","14,376","4","법인","개인","2013","만양로6길 34","-","중개거래","서울 동작구, 서울 마포구","26.03.10"
"181","서울특별시 금천구 독산동","180-24","0180","0024","JJ팰리스(180-24)","24.8400","22.7900","202512","30","25,000","2","개인","개인","2021","독산로84길 42-3","-","중개거래","서울 금천구","26.01.05"
"182","서울특별시 금천구 독산동","1006-78","1006","0078","문정아트빌A동","26.8100","14.0700","202512","30","19,000","2","개인","개인","2016","범안로16길 24-7","-","직거래","-","25.12.30"
"183","서울특별시 금천구 독산동","887-25","0887","0025","서동에이스빌101동102동","41.9500","28.5254","202512","30","30,000","6","개인","개인","2016","독산로102길 29","-","중개거래","서울 관악구","26.02.25"
"184","서울특별시 금천구 독산동","880-9","0880","0009","알펜하우스A동B동","49.1000","30.5100","202512","30","30,000","4","개인","개인","2016","문성로7길 47","-","중개거래","서울 금천구","26.04.30"
"185","서울특별시 금천구 독산동","880-9","0880","0009","알펜하우스A동B동","34.9500","21.7200","202512","30","28,000","2","개인","개인","2016","문성로7길 47","-","중개거래","서울 금천구","-"
"186","서울특별시 양천구 목동","231-68","0231","0068","대한하이츠빌라","42.7000","22.6400","202512","30","34,500","-1","개인","개인","1991","목동중앙본로2길 41","-","중개거래","서울 동작구, 서울 양천구","26.01.21"
"187","서울특별시 양천구 목동","760-1","0760","0001","보람타운(760)","46.9400","20.0000","202512","30","45,000","3","개인","개인","2001","목동중앙로5길 49","-","중개거래","서울 양천구","26.03.31"
"188","서울특별시 구로구 개봉동","332-15","0332","0015","렉스빌(332-15)","39.7200","18.5000","202512","30","14,500","1","개인","개인","2002","개봉로15길 46-10","-","중개거래","서울 구로구","26.04.29"
"189","서울특별시 강서구 등촌동","530-24","0530","0024","SK파크리움(530-24)","21.8200","13.1000","202512","30","22,500","1","개인","기타","2020","등촌로53길 70","-","직거래","-","26.01.07"
"190","서울특별시 금천구 가산동","778","0778","0000","다온캐슬101동102동","33.8700","22.3400","202512","30","28,400","3","개인","개인","2018","시흥대로149길 30","-","중개거래","서울 금천구","26.02.23"
"191","서울특별시 마포구 서교동","475-16","0475","0016","서교스위트하우스2","29.1100","18.5400","202512","30","40,750","3","개인","개인","2014","월드컵로14길 16","-","중개거래","서울 마포구","26.03.24"
"192","서울특별시 서대문구 홍제동","361-68","0361","0068","(361-68)","41.0000","29.9200","202512","30","28,000","1","개인","개인","1986","홍제내2나길 16","-","중개거래","서울 서대문구","26.03.03"
"193","서울특별시 마포구 서교동","469-66","0469","0066","애플하우스","35.9600","26.1245","202512","30","39,000","3","개인","개인","2013","월드컵로14길 51","-","중개거래","서울 마포구","26.03.31"
"194","서울특별시 은평구 신사동","337-28","0337","0028","오네스타","59.4800","37.4500","202512","30","49,000","2","개인","법인","2022","증산로17길 6-20","-","직거래","-","-"
"195","서울특별시 은평구 대조동","36-7","0036","0007","대진아트빌","42.2700","24.9160","202512","30","48,500","2","개인","개인","2008","진흥로13길 3-9","-","중개거래","서울 은평구","26.02.23"
"196","서울특별시 은평구 대조동","26-1","0026","0001","대흥아트빌","41.6800","25.2600","202512","30","22,700","4","개인","개인","2008","불광로1길 11-11","-","중개거래","서울 은평구","26.01.27"
